score,review,y
3.0,보쌈이 프랑스산? 김치는 굴과 밤이 안들어간  오늘 버무리지 않은 그냥 김치,0
5.0,양 진짜 많고 맛있어요! 기본 반찬으로 나오는 김치전도 최고!,1
5.0,반찬 김치전 너무너무 맛있고 왕만두국도 푸짐하고 맛있어요. 오래된 가게이지만 깨끗하고 깔끔해요.,1
5.0,"사장님께서 정말 친절하시고 성실하신 것 같습니다. 아무리 장사하는 사람이라지만 혼자 365일 일한다는 건 쉬운 일이 아닙니다. 저는 개인적으로 이런 분들이 번창하고 잘되셨으면 좋겠습니다.가게 내부는 어둑어둑하고 노포 느낌입니다. 전골을 시켰는데, 밑반찬과 김치전이 나왔습니다. 첫 밥은 소량인데(오히려 좋았음), 셀프로 리필해서 더 먹을 수 있습니다. 전골은 만두, 떡, 칼국수, 콩나물이 푸짐하게 들어있었습니다. 먹고 나올때 배 충분히 부르게 나올 수 있습니다. 후식으로 콘 아이스크림 직접 퍼서 먹을 수 있게 배치해주셔서 너무 좋았습니다.음식은 '와! 완전 맛있다!' 이 정도는 아니었지만, 양도 푸짐하고 후식도 먹고, 사장님이 친절하셔서 기분 좋게 먹고 나왔습니다.",1
4.0,맛있는데 너무 맵습니다...ㅎ다음날 변기통에서 닭도리탕을 봤네요.근처에 있는 화장실은 남녀공용인데 최악...,1
5.0,,1
5.0,닭볶음탕 맛집,1
5.0,볶음밥,1
3.0,충북대 중국집: 아리산 > 한가네 > 홍콩반점,0
5.0,진짜 맛있어요!!! 종종 짬뽕 생각날 때마다 와요,1
3.0,맛은 별로.. 식사하러 가는 곳은 아님,0
4.0,,1
5.0,여기 정말 맛있어요.!!!!!!! 또 가고싶어요 진짜 최공,1
4.0,분위기 좋아요잠봉뵈르가 조금 짰지만 스테이크와 샐러드가 맛있었어요,1
4.0,다 좋은데 주차할 때가 없어서 차만 안 끌고 가면 너무 좋은 곳다음 주에도 모임 여기서 하기로 했어요,1
5.0,맛있게 잘 먹었습니다.,1
5.0,겨울 신상. 메뉴인 버섯스프와 뇨끼가 별미네용~~~~,1
5.0,로얄에그베네딕트 맛도리,1
4.0,,1
4.0,맛있어요~!캐치테이블 운영하는것같구요.테라스쪽 선선하니 와인한잔하기 너무좋을것같아요,1
4.0,어우 스테이크 예술이에요에그 베네딕트는 빵에 비해 올려진 재료가 좀 적은 거 같아요 빵을 좀 더 작게 하거나 재료를 늘리거나 해야할 듯,1
5.0,스테끼 대존맛,1
5.0,"그냥 말이 필요없이 너무 맛있었습니다,,,, 진짜 스테이크 대존맛인데 부라타치즈샐러드도 완벽하고 골뱅이파스타도 너무 맛있었어요,,,, 집 근처니까 자주가야겠어용 ㅠㅠ 제가 방문했을때는 음식이 늦게나오진 않았습니당 식당 내 공간도 낭낭해서 편하게 식사 가능 !! 공식적인 주차장은 없어용",1
4.0,분위기 좋고 맛도 좋아요.근데 사람이 몰려서 그런지 저희 갔을때는 음식이 많이 늦게 나왔어요.,1
5.0,음식이 맛있고 가성비가 좋아서 단골하고 싶어요,1
1.0,별하나도 아까움.음식은 주문하고 1시간이 되서야 나오고늦으면 늦는다고 말해주시던가 카운터 가서 얘기하니까 사장님이 혼자서 요리한다고..^^음식 3개 시켰는데 1시간 걸려요 ^^아 그리고 피클도 말해야 주시더라구요 드실분들은 말하셔야 드실수있어요 ^^저 진짜 왠만하면 리뷰 안남기고 화 안나는데 데리고 온분이 죄송하다고 하더라구요^^,0
5.0,찐으로 대접받는 느낌!맛도 분위기도 가성비도 최고에요!!,1
5.0,"샐러드, 그릴드샌드위치, 크림파스타, 골뱅이파스타 먹었는데 다 맛있음 다른 메뉴도 앵간하면 괜찮을듯샌드위치는 나오자마자 치즈 식기전에 먹는 것을 추천드림 특히 빵이 제대로 크리스피한 것이 구움 정도가 훌륭함크림파스타는 소스가 넉넉하게 나오는 편이고 골뱅이파스타는 꼭꼭 마늘쫑을 곁들여서 먹는 걸 추천",1
5.0,"Come and try it ,, recommended 🔥🔥🔥🔥",1
4.0,"첫 마라탕을 여기서 먹었는데, 잊을 수 없음. 내가 먹었던 마라탕 중에서는 좋은 듯.",1
4.0,,1
5.0,알바생들 친절하고 양도ㅠ많고 맛있어요,1
5.0,평소 닭발을 즐겨먹지않는편인데도 지인들과 정말 맛있게 먹었습니다.글을쓰는 지금도 먹고싶네용,1
5.0,,1
5.0,,1
5.0,"저희는 버터 치킨 마카니와 티카 마살라를 주문했는데 맛있었습니다.  서비스도 좋았고, 왠지 그리운 냄새가 나는 곳이었습니다.  저희가 마감시간 한시간 전, 21시 30분에 도착했는데도 음료를 주문했는데도 만들어주시고 라씨도 정말 맛있었어요.  마늘난빵도 일품이었습니다.  이 곳은 맛, 문화적 감상, 훌륭한 서비스로 인해 추천되며 앞으로 몇 달 동안 우리가 가장 좋아하는 저녁 식사 장소가 될 것입니다.(We ordered Butter Chicken Makhani and Tikka Masala, and it was delicious. The service was nice, and the place smelled so nostalgic for some reason. Even though we came an hour before closing time, and at 21:30, we ordered a drink, they still made it, and lassi was really tasty. Garlic Naan bread was also exquisite. This place is recommended for its taste, cultural appreciation, and nice service, which will be our favorite dinner spot for the next several months)",1
1.0,"I'm writing this review with a broken heart.This is an Indian-Nepali restaurant near Chungbuk National University, I like Indian dishes so often I visit here. But the food is not fresh always. Most of the time they provided leftovers from the previous day and after eating, me and my friends got sick. I mentioned it to them and requested to provide fresh food but they didn’t care. It’s very disappointing. I hope this review will be good enough to change their mind and show respect to all the customers.",0
5.0,전 처음에 고양이 보러갔다가 스콘과 커피를 먹고 반해버린 카페입니다. 비오는 날 가면 엄청 분위기있고 좋답니당>< 스콘이 딱딱하지 않으면서 느끼하지 않은 것이 딱 제 취향이더라구요 조만간 또 가고싶네용😘,1
5.0,,1
5.0,,1
5.0,사장님 부부 항상 너무 친절하시고 양꼬치가 진짜 살살 녹아요ㅠㅠ 너무 맛있고 꿔바로우도 정말 바삭하게 잘해요양꼬치,1
1.0,정말 좋아하던 집인데 사장님 바뀐지 몰랏네요  양꼬치는 작아지고 온면은 진하고 정말 맛잇엇는데 맹물 김치탕으로 바뀌엇어요.... 서비스로 나오던 계란탕도 사라지고 양파절임이랑 김치도 없어져서 기본반찬이 너무 부실해졌어요 ㅠㅠ,0
5.0,이 집은 들어오자마자 사장님의 말투에서부터 맛있다는 걸 직감할 후 있다. 서비스로 계란국을 주기도 하는데 전분넣고 조미료 때려박아서 이것도 오지게 맛있음.,1
5.0,조용하고 아늑한 식사공간으로 음식도 깔끔하고 맛있습니다.  소중한 지인분들과 함께 오면 참 좋을거 같습니다. 식사후 1층 카페에서 차한잔으로 마무리. 자주 오는 아지트~,1
5.0,직원들이 친절해서 좋았어요음식도 여러가지많아서 좋아요가족들과 갔는데 분위기가 짱!😊,1
1.0,,0
1.0,ㅎㅎㅎ..가족행사가 많은곳인것같은데 그럼 음식을 더 잘하셔야되는거 아닌지..진짜 맛없어요ㅠㅠㅋㅋ,0
1.0,가격도 맛도 양도 심각합니다...,0
1.0,"가족행사로 100만원넘게 사용하고 작성하는 솔직후기입니다.1. 일단 가장 중요한 건 음식이 맛이 없습니다. 전반적으로 짜고 달고.. 맛없는 학교 급식 맛입니다. 또한 요리 중 다른 메뉴로 변경된 요리도 있었는데 사전 공지 없이 바뀌어 당황했습니다. 2. 코스요리인데 음식이 나오는 텀이 너무 깁니다. 나오냐고 물어보면 바로 준비된다고 말만 하고 나오는데 한참 걸립니다.3. 음식 양이 적습니다. 다른 후기에서 양이 적다는 내용을 보고 케이크를 크게 준비해갔는데 안준비했으면 민망할뻔 했습니다. 가성비 상당히 떨어지는 편입니다.5. 사전에 몇가지 사항을 요청드렸는데 그대로 들어주시지 않았습니다. 뭐 이건 바쁘시니까 이해합니다.6. 30명정도 인원 예약했는데, 공간과 시설은 프라이빗하게 화장실까지 별도로 잘 준비되어 있었습니다. 유일하게 마음에 들었던 점입니다.결론적으로 절대비추입니다. 연말에 대형인원 예약가능한곳이 없어 겨우 예약했는데.. 이정도일줄 알았으면 다른데로 갈걸 그랬어요.",0
1.0,이 가게는 예약을 했다고해서 안심하시면 안됨일방적으로 예약 취소하고 가게문 닫은 뒤 발뺌할수도 있음재방문 의사 전혀없고 (사실 방문도 못했지만)중요한날 혹은 중요한 사람과는 피하길 추천드리며안중요한날 안중요한 사람과도 가지마세요식사예약은 어쩔수없이 해야되지만 진짜 먹기 싫어서 핑게가 필요할때 이용하시길,0
2.0,분위는 좋은데 가격대비 양도 맛도 아쉬워요..비싼거 시켰는데..나와서 다시 밥먹으러 갔어요..,0
2.0,,0
2.0,,0
2.0,맛은 다시 갈정도는 아님.. 딱히 맛잇는게 없다인테리어는 잘해둬서 1층 카페나 가면 좋을듯가성비 따지면 절대 비추함,0
2.0,,0
5.0,,1
1.0,후..끄름난다,0
3.0,떡만두국 너무 짜고 후추가 많이 들어갔어요.,0
1.0,마라탕 마라샹궈 둘다 먹어봤는데 맛없음... 신미방마라탕 가서 마라샹궈 먹어보시면 차원이 다름을 알 것임,0
3.0,,0
5.0,마라탕 훠궈 안 좋아했었는데 여기는 입에 잘 맞아서 최소 20번도 더 온 듯.. 올 때마다 뭔가 우당탕탕 일은 있지만 진짜 맛있어요~ ~~,1
4.0,본점에 비하면 너무 맛있음 양도 크고... 아니 왜이렇게 차이나나요 ?,1
4.0,평범한데 돈까스 쫌큼,1
5.0,배불리 잘 먹고 갑니다,1
1.0,"남자 화장실 구조 최악. 문열면 소변기 볼일보는 사람 발 뒤꿈치 때리는구조인데, 볼일보다가 문에 쎄게 맞아서 뼈에 금감. 알바한테 말하니 “아, 네” 가 끝. 충북대 대학가 술집 수준",0
5.0,,1
5.0,마시써욤,1
5.0,치즈깐풍기!!!!!,1
5.0,ㅈㅁㅌ,1
5.0,,1
3.0,,0
5.0,푸맨 형,1
5.0,댕장꾹 존맛무한리필치고 고기도 마쉿써요차돌 짱짱,1
5.0,진짜 ㄹㅇ ㄱㅊ음.,1
5.0,가성비 갑 맛집고기가 무한리필 퀄리티가 아니에요두꺼운 칼집 삼겹 꼭 드세요 진짜 맛있습니다일주일에 한번씩은 꼭 와서 먹는 맛집특히 된짱찌개가 사기에요게도 들어가있고 그냥먹으면 시원하고 너무 맛있고얇은 대패삼겹살 하나 구워서 넣고 육수 우려낸다음에 라면사리 넣어먹으면일본에서 먹은 츠케멘 맛이 나서 너무 좋아요 🥰,1
1.0,,0
5.0,너ㅓㅓㅓ무 맛있고 친절하세요~~~재방문 예정입니다~~~,1
5.0,그저 빛...,1
5.0,맛있게 잘 먹었습니다.,1
3.0,,0
4.0,4.5점. 가끔 생각나는 맛,1
1.0,직원이 적어서 많이 기다렸다 너무 더러워요,0
1.0,화장실 겁나 더럽네 아오…. 다신 안와야지 여기저기 신경좀 쓰자 햄버거만 팔지좀 말구요… 사장은 집에서 뭐하나 나와서 유리창이라도 닦자,0
5.0,,1
5.0,맛있게 잘 먹었습니다.,1
5.0,진짜 맛있고 직원분도 넘 친절하세요요즘 이렇게 친절한 집 없는데사장님 자제분인가 싶었어요ㅋㅋ장어가 맛있어서 소스없이 구워도 냄새 안나고 불도 숯불이라 겉바속촉이이요,1
1.0,주인 바뀌었나~손님 대하는 자세가 영~~,0
5.0,혼밥 순두부찌개,1
5.0,또또와최고자꾸 생각나는데 못먹으러가서 슬픕니다..ㅠ,1
4.0,자극적이고 가성비 좋음..공기밥 무한리필,1
2.0,싸긴한데.. 급식 스파게티 맛임,0
5.0,"6천원이어서 싼데, 토마토치킨 파스타 너무 맛있고 양도 많아져서 자주 가요!! 충북대 근처 파스타 중 제일 맛있음",1
1.0,"예전에 비해 맛의 질이 떨어졌달까,, 그냥 싸다는 점이 강점인 곳.대학생들한테 불친절하심 앞으로는 안갈듯",0
5.0,크림새우도리아 맛있어요,1
3.0,파스타 맛이 좀 아쉽습니다ㅠㅠ 그래도 분위기는 괜찮았음,0
4.0,굿,1
5.0,가성비 짱이예요. 그가격에 그런맛 찾기 힘들듯해요.제 입맛엔 맛있어요.,1
1.0,메뉴판은 테이블에 던지듯이 주고 하나하나 다 불친절한 느낌입니다. 알바생이 그랬으면 몰라도 사장님께서 그러시네요. 가성비 빼면 갈 필요가 없는 곳 같습니다 사장님은 장사하기 싫으시면 쉬시는 게;,0
4.0,기대 안 하고 가면 가성비 좋은듯,1
5.0,맛있고   가격도  착해요~~,1
4.0,,1
3.0,,0
4.0,,1
5.0,인생빙수집! 과일 가득하고 아이스크림이 짱맛,1
5.0,여름이었다,1
3.0,영업종료 ㅠ,0
5.0,맛 ㄱㅊ 가격 굿,1
4.0,맛있는데..........................경양식 돈까스 본좌...근데 가게가 너무 좁아여!!!,1
2.0,"솔직히 맛없어요... 카레나 돈까스 먹을거면 고씨네카레, 퍼스트네팔(인도커리), 최부짱(일본식) 가세요",0
5.0,,1
5.0,,1
5.0,떡볶이도 같이 먹었는데 궁물떡볶이 맛나용,1
1.0,"솔직히 여기 “맛”이라는게 없는데, 왜 손님 많은지 의문. 진짜 맛없어요 기숙사 학식보다 더 맛없는듯 ㅋㅋㅋ 연어덮밥 드시고 싶으면 스시몽이나 우마미 가세요!!",0
1.0,ㅈ메시야 이럴거면 메뉴에 사케동을 삭제하세요;;;;;; 갈때마다 안된대 무슨,0
3.0,메뉴에만 존재하는 전설의 사케동카레에 밥 무한리필 좋아여,0
1.0,남자2명이 아들인가 굉장히 불친절함옆에 딴데도 많은데 담부터 여기안감,0
1.0,거의 오픈하자마자 가서 그런건진 몰라도.. 진짜 별로였어요..ㅎㅎ 그냥 흔한 국물떡볶이 느낌인데 간도 안 베어있고 깻잎은 왜 올라갔는지 알 수 없는 조합...(집에서 깻잎 종종 올려먹기도하는데 여긴 안 어울려서요..ㅎ) 튀김도 안 느끼한 집도 있는데 여긴 너무 느끼했어요...ㅜㅜ그래도 친절은 하십니당...,0
1.0,몇 번 갔었는데 음식값(튀김) 속여서 값 올려서 받아서 그 후로 안 감. 이봐! 인생 그렇게 살지마 음식값 속여서 값 올려서 받으면 내가 모를줄 알았어!,0
5.0,맛있어서 여기를 추천합니다.,1
5.0,미친 가성비인데 맛도 있음 최고,1
5.0,냉면 순찌 대존맛,1
4.0,,1
5.0,완전 맛있음. 요즘 제일 많이 가는 가게민트초코가 너무 달지도 않고 진짜 맛있음 😋(사진은 초콜릿이랑 녹차초코),1
5.0,,1
5.0,어묵..너무 맛있음...와이프피셜 아이스크림호떡 최고..,1
1.0,탄 튀김만 주네요... 율량동 본점으로 가세요.,0
5.0,,1
5.0,"존맛탱 ㅠㅠ 호떡 진짜 맛나요. 떡볶이 자체도 신전, 엽떡 등 프랜차이즈보다 훨씬 담백하고 쫄깃하고 덜 달아서 좋아요!! 가래떡 2줄 + 가래떡꼬치 1줄 + 물오뎅2개 + 김밥 + 고구마, 오징어튀김 조합으로 2명이서 9천원에 배터지게 먹어요.",1
5.0,쌀떡 맛있어요 🫠🫠🫠,1
2.0,튀김은 보통. 떡볶이는 양념이 안 밴 맛,0
4.0,"떡볶이 떡살이 케바케인 게 아쉬움,,어느날은 신선, 어느날은 해동이 덜 됐는지 꼬들꼬들하게 질김,,튀김은 완전 맛남,,",1
3.0,,0
4.0,맛은 쏘쏘친절하고 양이 많아요 완전혜자4천원어치 혼자서먹는데 많아서 남길정도~~,1
2.0,기대했던거보다...평범이하,0
5.0,맛도 좋고 친절하구 청결까지 완전 좋아요!! 튀김도 진짜 맛있어요 ㅎㅎㅎ,1
5.0,"일단은 맛이 좋고요!!! 매장청결! 그리고 직원분들 친절함에 감사드립니다ㅜㅜ 바쁘실텐데 애기먹을 오뎅도 식혀서 따로 꽂아주시고요. 튀김, 맥주랑 먹으니 대박이네요.물론 나머지메뉴도 맛 좋아요!",1
5.0,"직원분들도 친절하시고, 떡볶이랑 튀김 다 맛있어요~ 잘 먹고갑니다",1
4.0,"분위기는 전체적으로 차분하고 공부하거나 업무 보는 개인이 많아보였어요. 그런데 동네 카페이다 보니 가끔  연세가 있으신 분들이 오셔서 특유의 큰소리로 오~~래 통화하시는 통에 귀마개 착용하고 책 읽은 점은 좀 아쉬워요.주차는 카페 앞에 한 두대 정도 댈 수 있는 공간이 있지만 주차선이 그려진 것은 아니라 초보는 조금 힘들듯해요. 주말이면 충북대 주차 무료이니 충북대병원쪽 학교 주차장에 주차하고 걸어오는 편이 낫겠네요.커피 원두 퀄리티가 좋아보였고, 처음 먹어본 돼지바 마카롱인데 너무 달지않고 크리미한 것이 매우 만족스러웠어요:) 저 있는 동안에도 사장님(?)께서 케이터링 전화주문을 받고 계시던데 케이터링으로 유명한가봐요!삼삼오오 모인 동네 어르신들이 가끔 분위기를 깨지 않는 시간대에 조용히 방문해 머물다가는 것 매우 추천합니다👍",1
5.0,,1
5.0,조아용,1
5.0,불어묵참치김밥 매콤하니 맛있네요1시간 전에 전화로 포장 주문하고 가는걸 추천맞은편에 충북교육도서관 임시청사 운동장에 잠깐 주차하고 갔다오기 좋음,1
4.0,김밥먹고 감동받기 있나요..? 와.. 진짜 맛있네요. 미리 주문하고 길이 막혀서 식었지만 그래도 맛있네요. 저는 개인적으로 계란지단 많이 들어간 엄마김밥이 맛있었고요. 유부김밥은 제 입에 너무 달아서 다음에 유부김밥은 패스. 불어묵 김밥 먹고 간이 쎌 때 엄마 김밥으로 달래주기. 다음에 청주가면 1순위 무조건 또 방문입니다!!,1
5.0,"경주가서 교리김밥 먹는데 이 곳이 생각났었습니다.교리김밥이랑 비슷하면서도 더 맛있습니다. 청주 살 땐 이곳 정말 자주갔는데 지금은 자주 못가 종종 생각납니다.그래서 청주 갈 일 있을 때 마다 방문합니다.일반김밥, 유부김밥 추천 드립니다.이정도 퀄리티면 체인점 내도 된다고 생각합니다.주차는 많이 어렵습니다. 하지만 전 어떻게든 주변 골목에 주차하고 먹으러 갑니다 ㅋㅋ",1
1.0,"3-40분 기다려야 한다고 해서 주문하고 시간 맞춰 찾으러 갔더니 준비도 안되어 있고, 타지역에서 왔다고 주문한 손님한테는 바로 싸주시네요?누구는 기다리고 누구는 바로 주고 똑같이 응대하세요… 맛을 떠나서 기분이 별로네요",0
5.0,조아요,1
5.0,"23.10.07. 방문.주말에는 전화예약X, 떡볶이X, 웨이팅 중간에 재료소진 가능성 있음.사장님 엄청 친절하시고 김밥도 엄청 맛있는데 웨이팅 시스템 아예 없어요..ㅠ 그래서 기다리다가 못 사실 수도 있어요. 저도 참치먹으러 왔는데 못 먹...흑.. 엄마김밥은 짱맛👍🏻 주말에만 이렇고 평일에는 예약도, 사람도 별로 많이 없다고 하십니당.",1
5.0,김밥 모든 메뉴 먹어봤는데 참치김밥 원탑입니다 청주 최고의 김밥집이에요!,1
5.0,,1
5.0,안유명해졌으면 하는 김밥집! 나 혼자만 먹을거야!,1
5.0,모든메뉴 진짜 맛있어요 ~^^,1
5.0,긴 설명 필요없어요 대존맛 맛도리진짜 나만 알고 싶은 가게지만 사장님 돈많이 버시게 해드리고싶네요,1
5.0,정말 맛있습니다. 계란이 정말 많이 들었는데 단순히 그것만 장점이 아니라 진짜 맛있어요;;,1
5.0,"제발 저 한번만 믿고 가보세요,,,참치김밥, 유부김밥 특히 대존맛..... 또 먹고 싶다",1
4.0,버스타기 전 출출함을 달래기 좋음,1
4.0,,1
2.0,간단히 저녁먹으러 갔는데 걸레질 하던 손으로 손도 안닦으시고 음식 준비해주시고…,0
1.0,모바일 운전면허증은 국가에서 공인한 신분증임에도 계속해서 안된다고 거절함.,0
5.0,,1
4.0,매장이 넓진 않네요~,1
5.0,뼈해장국 굿,1
5.0,얼큰 수육국밥 존맛탱이예요. 금요일 점심 만석임 ㅋㅋ 다들 목요일 저녁에 술 마셔서 해장하러 오는지... 양 많고 친절해요,1
3.0,맛있다는데 잘 모르겠어여.............근데 주변 국밥집 맛이 다 비슷한 걸 보니 그냥 제일 가깝다는 점에서 만족합니다....................,0
4.0,친구들 사이에서는 '또승회관'이라 부를 정도로 자주 가는 곳. 수육 맛있다.,1
2.0,배달로 시켜먹었는데 음식에 비닐 나와도 아무런 대처가 없었음 사과라도 했으면 그러려니 지나갔을텐데,0
4.0,국밥 괜찮게함,1
5.0,뼈해장국 레쓰고,1
5.0,맛있게 잘 먹었습니다.,1
1.0,사장님인지 모르겠지만 여자 직원분 태도가 엉망이네요 어지간하면 그냥 먹고 가는데... 두번은 가고싶지 않네요.,0
1.0,밥 푸다가 뚜껑 떨어뜨렸는데 안씻고 주워서 바로 덮는거보고 다신안오려는생각입니다 알바교육좀 제대로 시켰으면하네요 위생이 개 후졌네요,0
5.0,충대 근처 국밥집 중엔 여기가 젤 맛있움,1
5.0,혼자 공부할만한 주차장 있는 카페 찾다가 나온 곳인데 주차장도 크고 분위기도 이야기하기도 좋고 공부하기도 좋아요! 그리고 무엇보다 다 맛있지만 소금빵 맛있어서 놀랐습니다.. 자주 올게요..!!,1
5.0,One of the fine coffee corner in the town! A calm and silent place to enjoy the evening with coffee and the yummy cake 🧁 😋,1
5.0,커피 진한편. 직원에 따라 맛이 끝내줄때도 있고 맛없을때도 있지만일반 커피체인점보다 맛있어요.주차장과 작은 정원과 트인 뷰가 장점.,1
1.0,"끔찍해요. 화장실은 닫혀 있고, 손을 닦을 물티슈도 없어요.",0
5.0,i don't like service service should upgrade,1
5.0,,1
4.0,2층 한적하니 혼자 먹기도 편합니다 굿,1
5.0,굳,1
5.0,,1
5.0,버거킹 최고,1
4.0,,1
1.0,"솔직히 맛은 있습니다. 청결 엄청 신경쓰고요.근데 진짜 싸가지 없습니다. 남자 매니저분손님들한테도 한숨쉬면서 툭툭 던지는 투로 얘기하고요, 주방 쪽에서 알바하시는 분들한테 조금만 실수해도 엄청 뭐라하고 여기서 일했던 친구 얘기 들어보니까 금방 그만두는 사람도 꽤 있는 것 같더라고요? 제 친구도 돈이 급해서 단기간 일했던 것 같은데 정말 정신적으로 힘들어했고 트라우마 생긴 것 같습니다. 오래 일하고 있던 직원 분들한텐 엄청 친절하면서 새로운 신입한테는 대놓고 반말하면서 엄청 뭐라하더라고요. 얘기 들어보니까 하는 일도 많고 워낙 바쁘다보니 금방 적응하기 힘든 시스템이었던 것 같은데 그렇게 사람 대하시면 어떡하나요ㅋㅋㅋㅋㅋ상대방도 똑같이 상처받는 사람입니다. 제 친구 여기서 일 하고 오면 온 몸에 근육통 생겼을만큼 힘들고 열심히 일했습니다. 휴게시간 30분 외에는 정신없이 일했다고 들었는데 새로 들어오는 알바분들한테는 좀 친절하고 사람답게 대해주셨으면 좋겠네요.그래도 친절하게 대해주시는 직원 분들이 몇 계셔서 그나마 버틸 수 있었다고합니다.",0
1.0,,0
4.0,"봉명동.가경동.충대점 이렇게 가봤는데 재난지원금,청주페이되고 쿠폰도 되는데는 세곳중 여기뿐이네요버거킹이 어디는 쿠폰이안되고 어디는 청주페이,재난지원금이 안되고 산남,사창,오송,오창 네곳만 청주페이,쿠폰 둘다되는데 오창,오송은 너무멀고 사창동이 갈만하고 둘다됨 단점이 하나있다면 키오스크가 두개인데 몰리면좀 대기시간이 좀있음",1
3.0,,0
4.0,"치즈와퍼 맛있어요 ㅎㅎ 9시까지 매장 식사, 10시까지 포장 가능하네요",1
1.0,감자튀김에서 이상한 냄새가 나서 바꿨는데 여전하네요 문제점을 모르시는거 같아 더 걱정이네요,0
5.0,친절. 빠름. 저녁에 가면 감튀 차가움,1
5.0,친절합니다 믿먹킹 감튀양이 조금 왔다갔다 하는듯?,1
1.0,여기도 맥도날드처럼 사고한번날것같네요햄버거패티가 차가워서 깜짝 놀랐습니다.다시 뜨겁게 구워달라고했는대 30초만에  나온거 무엇?? 집에서 먹어보니 별반차이없음 전자렌지로 겉만 따듯하게 했나?? 이러다 내일 설사하면 나만 고생인거죠^^걱정마세요 하루고생하면 되니 다들 한번 잡솨보세요,0
5.0,직원들 항상 친절하고. 2층 식사공간도 충분하고.손님이 많아서 그런가 ... 먹을때마다 막 튀긴 따끈한 감자튀김과 버거를 맛볼 수 있어서 자주가는 매장이예요.,1
5.0,당일 생산해서 당일 판매하신다고 해서 그런지 샌드위치 속 야채들이 정말 싱싱하더라구요. 오랜만에 건간한 샌드위치 먹아서 좋았어요〰️,1
5.0,,1
1.0,평점 좋은거치고 청결도 별로고 알바생도 불친절하네요;; 과일 상태도 상한지 제대로 확인도 안하셔서 제 입만 버리구 정말.. 평점 알바쓰시는건지 수상할정도입니다 😡😡,0
5.0,,1
5.0,,1
5.0,,1
5.0,맛있어용ㅎㅎㅎㅎ,1
5.0,맛있게 잘 먹었습니다.,1
4.0,도가니탕이 일품입니다,1
5.0,맛있다 자주 간다.,1
5.0,"메뉴하나하나 특히 제최애 휘낭시에 쫀쫀하고 맛있어요.대학가라 그런지 극강의 가성비! 🫶🏻 사장님 건강하게 오래오래 해주세요,, 주차는 벽쪽으로 대면 편해요.",1
5.0,메뉴가 뻔하지않음 디저트카페 다니다보면 메뉴 거기서 거기 유튜브레시피 보고 따라만든 티 나는데 스너글은 식상하지않아서 좋아요,1
5.0,,1
5.0,평생 스너글만 먹다 죽고픔,1
5.0,가게도 아기자기하게 예쁘고 아이스바닐라라떼 맛있어요!,1
5.0,,1
5.0,청주 디저트 무한리필,1
4.0,현금결제(or 계좌이체)하면 칵테일 8천원 즈음에 치즈케익까지 만족스럽게 먹을 수 있음.치즈케익 빵이 두꺼워서 위에만 파먹는 테이블 지나가면서 봤는데 같은 손님이지만 저러면 안되는데 생각이 먼저들더라대전은 호출해서 2조각씩 가져다줬는데 여기는 카운터 옆에서 필요할 때 마다 가져다 먹을 수 있었음,1
5.0,신입생 때 친구들이랑 자주 갔던 추억의 장소ᰔ 분위기 좋고 디저트 무한리필은 더 좋아요 !,1
5.0,개인적으로 충북대 근처에서 일식 돈가스 먹으려면 꼭 추천합니다 겉에 바삭하고 속은 촉촉해서 입에 잘 감기고 가성비도 좋은 것 같아요,1
5.0,새우튀김 우동 처음 먹어봤는데 진짜 맛있어요..충대 주변 돈까스집 다 먹어봤는데 양이나 맛이나 여기가 제일 나은 것 같아요!!,1
5.0,점심식사로 추천합니다 진짜 일식 돈까스중에서는최곱니다,1
1.0,,0
4.0,부타동빼고 다 맛있어영,1
1.0,장사하면 안될듯~ 메밀소바인지 떡인지 곱빼ㄱ면 국물도 더 줘야지 그냥 줌.집기류도 더럽고 주방 근무자들 대놓고 담배 펴대는게 꼭 보기 좋진 않음,0
