score,review,y
5.0,이 가격에 샤브란...?볶음밥 포함 5500원에 소고기 샤브를 먹을수 있지만 냄새는 알아서 빼야한다,1
5.0,여긴 진짜 맛있어요 메뉴도 계속 나오고 모두 다 맛있어여 사장님도 매우 친절,1
5.0,다른 지역에 출장다닐 때 점심에 특선초밥이나 런치메뉴로 많이 먹어봤지만 오늘이 가장 만족스러운 식사였다. 주차가 힘든 구역이긴 하지만 올만한 가치가 있는 곳이다. 점심식사 점심특선,1
5.0,,1
2.0,,0
5.0,저녁 식사 맛있게 했습니다. 29000원이면 저렴한 것 같네요.,1
5.0,"항상 맛있게 먹어요. 직원분들 응대도 항상 기분좋고, 다 먹고나면 맛있는 음식으로 위로 받고 챙겨받는다는 느낌으로 떠날수 있어서 좋아요. 감사합니다",1
4.0,적당한 가격. 초밥 맛집까지는 아닙니다.광어 3pcs나온거 전부 다 너무 질겨서이빨에 끼더라구요. 씹다가 뱉었습니다.그 외에는 무난한 구성입니다,1
5.0,호박죽 / 치즈맛나는두부토마토샐러드 / 황다랑어(?) 삶은소라(인지모르겠어요 회알못) / 가지튀김 / 장국 / 감자고로케 / 기똥찬 플레이팅의 초밥 12점 / 받고 우동 / 또받고 날치알마끼 삼만원으로 진짜 최고의 구성을.. 때려버리신..친구들 대려가서 여태까지 타율 100%이었습니다. 점심도 저녁도... 다 맛있어요 흑흑앞으로도 오래 장사해주세요이제 회도 먹어봐야하니까..*,1
5.0,예약을 안하면 먹기가 좀 힘들긴 하지만 정말맛있어요,1
5.0,"이 가격이 이 정도 구성이면 혜자입니다. 식전 샐러드, 강낭콩?, 기타 밑반찬, 참치회랑 소라회, 두부튀김, 고로케로 주시고 초밥 먹은 후에 미니 우동, 수정과, (서비스) 주시는데 먹고나먼 정말 배불러요ㅎㅎ 초밥도 맛이 다 좋습니다 매우 만족",1
5.0,"정갈한 분위기,적절한 타이밍,정직한 가격숨.",1
5.0,,1
5.0,"20.08.17 방문_제가 먹어본 코스 초밥집 중에 제일 맛있었어요ㅠㅠ 으아아아앙앙!!!!! 또 먹고싶다 진짜ㅠㅠ♥♥♥♥♥ 사진은 먹다가 찍어서 비었는뎅 ㄹㅇ 찐맛탱집 꼭 가보십셩♥ 전 스페셜초밥으로 먹었는데 코스가 정말 알차요ㅎㅎ 계속계속 나오고 하나하나 다 맛있어융 정말 추천합니당ㅇㅅㅇ20.12.05 방문 추가해용>_<~~ 이번엔 아빠 생일이라서 사시미 4인으로 예약하고 갔어용ㅎㅎ 방어철이라서 대방어랑 도미랑 광어랑 주셨는뎅 ㄹㅇ 존맛탱 싱싱하고 탱글탱글하고 너무 맛있어성 눈물 흘리면서 먹었네여ㅠㅠ 생일이벤트도 해주시규 진짜 넘나 감동받았어요ㅜㅜ♥♥♥앞으로 더 자주 갈게용ㅎㅎ 셰프님 너무 친절하시고 최고 좋은곳 앞으로 더욱 대박나세용♥  코스는 이런 순서로 나왔던것 같아용 (호박죽>샐러드>야채>사시미(방어,도미,광어)+미역국>초밥>산낙지>방어가랑이살?>생선조림>참치회>가지튀김>연어케이크>새우완자>칠리새우>생선구이>새우튀김>우동>수정과",1
4.0,넘 맛잇어용!!!!그치만 분위기가 살짝 아쉬워요ㅠㅠ 비싼 가격에 맛은 좋지만 서빙하는 분위기까지 갖춘다면 더더 좋을 것 같아요!,1
3.0,,0
5.0,,1
3.0,,0
5.0,"생각보다 분위기는 조금 아쉬웠음.음료 무난, 디저트 맛있음.",1
4.0,,1
4.0,생과일 케이크,1
5.0,충대 궁동에 너무 예쁜 카페를 발견했어요.하얀 페인트 바탕에 푸릇푸릇한 화분으로 시원하고 청량감있는 인테리어 느낌의 공간입니다.창이 바닥까지 시원하게 트여있어서 개방감있고 쇼파에 앉아서 편히 쉬던지 이야기 나누다가 갈 수 있어요.디저트류는 각종 타르트 케잌을 판매하고 있는데요. 생과일류나 피넛 티라미수도 있습니다.맛도 최고 분위기는 더 최고!!♡♡자주올듯^^,1
5.0,분위기좋고 좌석도 많아서 좋아요,1
5.0,,1
5.0,,1
5.0,공간이 마음에 드는 곳 커피도 만족스러운 편! 담에는 디저트도 먹어봐야징,1
3.0,,0
3.0,오랫만에 가보니 쬐깐하고 비싼 타르트크기가 커졌다 그전에 뭐였..미트파이? 키쉬도 팔던데 피자같고 짭잘함,0
5.0,커피도 맛있고 다양한 케익 분위기 만점 친절한 사장님...강추입니다,1
2.0,"타르트가,,맛없어요..ㅠㅠ",0
1.0,,0
4.0,맛있어요!복숭아 타르트 딱복이라서 좋았습니다!딱복파 만세!,1
5.0,"케이크, 타르트 가격대비 크기도 크고 맛있어요!디저트 모두 너무 달지 않아서 더 좋았어요 :)매장도 넓고 직원분들도 친절하셨습니다.",1
5.0,카페 분위기 좋고 타르트 맛있음,1
5.0,타르트 맛있어용,1
5.0,,1
4.0,타르트 넘 맛있고 직원들 친절합니다.테이블도 많고 넓찍넓찍해서 대화하기 좋아요ㅎㅎ날씨 좋을때는 야외테이블에서 마셔도 좋을것같은ㅎㅎ요즘 인스타컨셉의 트렌디한 느낌은 아니에요. 인테리어는 제가 좋아하지 않는 금장컨셉이지만 타르트가 맛있어서 또 가고싶네요.,1
5.0,카페가 이쁨. 날 좋으면 테라스 나가도 좋을 거 같은데 아직은 추워서 ㅠㅠ 실내 예쁘고 자리가 넉넉해서 좋음!,1
5.0,음료가 맛있어요 ♥,1
5.0,,1
5.0,조명이 예뻐요,1
5.0,,1
4.0,치즈케이크랑 키위쥬스 맛있었어요.,1
3.0,,0
5.0,추억의 맛집 입니다 ! 대학생때 정말 자주 갔는데 여전히 그대로라 너무 좋아요 ☺️대학생 때는 둘이 2인분 먹었는데 직장인이 되니 이젠 둘이 4인분 먹어도 끄떡 없어요 💪4인분을 먹어도 다른 곳보다 저렴하니 말해모해요,1
4.0,역대급 가성비 닭갈비,1
2.0,"리뷰가 뒤죽박죽이라서 애매했는데일단 기본적으로 알던 닭갈비는 아닌 특이한 닭불고기반찬은 상추간장무침, 치킨무로 셀프임가장 중요한 맛은 개짜다 엄청 짬 그래서 별2치즈는 제일 낮은 퀄의 치즈사용하는듯볶음밥은 맛있는데 양파가 너무 많아서 걸리적거림참고로 닭고기는 적고 양파가 많음",0
5.0,"맛과 가성비 때문에 중학생 때부터 직장 다닐 때 까지 오는 곳 우동사리와 후식 볶음밥은 필수⭐️⭐️⭐️⭐️⭐️물가가 올라서 예전의 극가성비 때와 와닿는 게 다르지만,, 그래도 다른 곳은 더 비싸졌으니 감안하고 먹는당 😿 닭갈비를 생각하고 오면 안됨. 그리고 닭 양이 적은 편이다. 양파가 매우 많은데 달달해서 극호😋",1
4.0,다음에는 기필코 막걸리를 같이 먹을 것이야.,1
1.0,무슨짓을 하면 식당전체에서 오줌 암모니아 찌린내가 강하게 나나요? 가격은 저렴하긴 한데 위생이 너무 별로네요;;,0
4.0,"2019년 이후로 충북대에서 사라진 그 맛, 충남대에서 찾고 갑니다.",1
1.0,제발 솔직한 평을 해줬으면 ㅜㅜ닭고기가 이상함. 아무리 싸도 먹고싶지 않은 맛.,0
3.0,,0
5.0,,1
5.0,싸고 맛있음,1
5.0,너무 맛있어요~~ 또 갈 거어요~~,1
5.0,,1
5.0,가성비 갑세월이 흘러도 가격이 별로 안올랐네요,1
5.0,또가고싶어요,1
5.0,,1
4.0,,1
1.0,너무 불친절함,0
5.0,너무 저렴하고 맛도 괜찮아요,1
5.0,추억의 맛. 파인애플 막걸리도 맛있어요.,1
3.0,,0
3.0,,0
4.0,싸게 먹기 좋고 파인애플 막걸리 맛있었어요.,1
3.0,,0
4.0,가격으론 이길 가게가 없네요학생때 아주 잘 먹었어요,1
2.0,엄청 저렴한데......고기 질이....항상 먹고나면 오히려 비위가ㅜ,0
4.0,,1
1.0,,0
5.0,다른 스시집과 맛도 비슷하고 이것저것 많이 챙겨주셔요 감사합니다,1
5.0,가성비좋고 맛도 좋아요점심특선,1
5.0,,1
5.0,,1
1.0,아기들에게 불친절한 식당임.,0
3.0,비싸요.. 맛있긴함. 다른건 몰라도 꽃게 로제 파스타 이건 맛있음비싸서 별 두 개 뺌.,0
1.0,"너무 기분나빴습니다. 4인이 가서 8인 자리를 안내해 주셔서 안쪽 테이블에 앉으려했더니 4인이라 바깥쪽 테이블에 앉아야된다고 하시던데 대체 이유가 뭔가요? 서빙 편하시려고 그런건지? 손님 두테이블 밖에 없었구요, 자리 널널했습니다. 이해는 가지 않았으나 바깥자리 앉고 안쪽 테이블 의자에 외투 올려놓고 먹었는데 나가면서 “8자리 쓰신거에요~”라고 굳이 왜.... 기분좋게 먹고 나가려다 기분 확 상했네요. 나갈때 저희 테이블밖에 없었고 3시부터 브레이크 타임인데 2시반까지라고 거짓말도 하셨더라구요? 서비스때문에 다신 안갈 것 같습니다",0
5.0,맛있음 부대찌개 는 엉클이 최고,1
4.0,전 부대찌개 매니아 입니다.저의 한줄평:soso그럼 ..( 실수로 약과쿠키를 두고왔는데 아직까지도 아른거리네요…),1
3.0,적당히 맛있습니다,0
5.0,너무 맛있게 잘먹었습니다. 근데 머리카락이 2가닥이 나와서 좀 아쉽네요ㅜ 조리하실때 두건이라도 꼭 쓰고 해주세요,1
4.0,팟타이는 내 입맛에 좀 단 편임새우 커리는 약간 매콤하고 밥 땡김. 맛있었음웨이팅할 정도는 아님,1
5.0,조금 좁고 대기시간이 있어요,1
4.0,"이정도면 꽤나 준수한 태국음식이지 않나 싶음가끔생각날만한 맛 인데, 기다려가면서까지 먹을 맛은 아니다.",1
3.0,"그냥 중간정도의 식당입니다.맛집이나 별미집 아닙니다. 카오팟탈레(볶음밥), 뿌팟퐁커리 먹었는데, 카오팟탈레는 먹을 만했습니다.태국에서 먹어본 경험이 있다면, 저랑 같은 생각을 할듯 합니다..뿌팟퐁커리에 곁들여 나온 밥은 볶음밥용 밥을 그냥 줘서, 거칠고 약간 덜 익서먹을 수가 없습니다.",0
5.0,태국음식점치고 가격이 비싼 편도 아니고 맛도 좋아요! 갈 때마다 실망시키지 않는 음식점 ㅎㅎ,1
5.0,진짜 너무너무너무 맛있어서 여기서 밥먹으러 또 대전가고싶을정도예요..!! 게다가 양도 너무많지않아서 좋고 가격도 합리적이고 100점..!!!🩷💯,1
4.0,자리가 좁고 바로옆이 통로고 주방이 있어서 그런가 좀 시끌벅적 정신없어요 ㅠ… 그거빼곤 괜찮아서 가끔 쌀국수 생각나면 갑니다. 그래도 집근처 베트남 음식점 중에선 여기가 젤 맛있어요,1
5.0,일요일 저녁 7시쯤 방문했을때 웨이팅앞에 두팀이었는데 등록하니 금방 8팀까지 늘더라구요사람많은 이유가있어요 맛있어요가격도 착해요 바로 앞에 주차는 어렵지만 근처에 공영주차장도 있고 골목도 많아서 괜찮아요,1
5.0,,1
5.0,,1
4.0,자리는 좁아도 음식은 맛있어요! 주차자리는 많이 불편해요 길가에 대야하는...,1
4.0,맛은 있는데 내부가 좁음.,1
5.0,실내 조금 좁긴 한데 웨이팅할만한 가치 있었음,1
5.0,"웨이팅 있는 경우가 많은데, 그만큼 맛있긴해요 특히 푸팟퐁 커리 넘 맛있음!!",1
4.0,호불호 조금 갈리지만 전반적으로 맛있음,1
3.0,음식이 전반적으로 너무 달았어요,0
5.0,맛있었어요,1
3.0,똠양꿍은 맛있는데쏨땀은 너무 달아요,0
5.0,기복 없이 늘 맛있어요!! 가게가 다소 비좁아서 늘 웨이팅은 있어요,1
3.0,주차하기 힘든곳,0
4.0,모든 메뉴가 다 맛있는데 푸팟퐁커리의 게 튀김이 퀄리티가 좀 편차가 있음. 웨이팅 길어요 어은점으로 ㄱㄱ,1
3.0,다양한 동남아 요리들을 쉽고 가볍게 맛볼 수 있는 곳.,0
1.0,친구랑 입구쪽에서 밥먹는데 주방쪽이수 … 뭐가 지나간걸 봤네요… 조만간 검사받으시길,0
4.0,,1
4.0,존맛 왜이렇게 가게를 작게내셨어요 테이블 수에 비해 손님이 정말 많음.. 그래서 웨이팅할때 많은데 그 시간이 안아까울정도로 맛있음,1
5.0,대전 최애집,1
4.0,,1
5.0,세트메뉴 가성비 좋은 태국음식 고수는 추가요청할때 따로 줍니다,1
5.0,맛있엉~,1
1.0,웨이팅 1시간 기다렸는데 브레이크 타임 걸려서 못먹는다는 얘기 듣고 그냥 갔습니다...네...,0
1.0,여길 아직도 먹는 사람있나요? 이렇게 맛없기도 힘든데 다남겼네요. 별점보고 기대하고 갔는데 진짜 너무 맛없었네요.,0
4.0,"남자2, 여자1인이 3인세트 먹었어요. 한시쯤 갔는데 대기 30분정도 하다가 들어갔네요. 밥추가했는데 셋이 딱 좋게 먹고 나왔어요. 푸팟퐁커리가 진짜 맛있었어요.",1
4.0,웨이팅은 조금 있었어요. 해장하러 갔는데 맛은 괜찮았구요.,1
1.0,기대했는데 … 팟타이 지나치게 달아요 좀 조절 하셔야겠어요. 푸팟퐁커리는 튀김이 기름에 절여진 것 같아요 니글니글해 죽겠어요 웬만하면 안남기는데 다 남겼네요 다른 메뉴는 어떨지 모르겠지만 이 두 메뉴은 비주얼도 맛도 어우 별로에요 땡모반 맛있어서 1점 드려요,0
4.0,,1
3.0,왜 유명한지 모르겠어요 ᆢ 태국현지에 맛은 아님!!!,0
5.0,,1
5.0,뿌팟퐁커리 이건 꼭 먹어야해..!,1
3.0,젊은 사람들 좋아할 스탈저렴,0
4.0,분위기 괜찮고 맛있었어요. 다만 팟타이는 취향이 아니에요. 살짝 느끼하고 달고 아요요.푸찻퐁커리? 게튀김 맛있어용,1
5.0,,1
5.0,유명한 것에 비해 실망스러운 맛...이라고 했었지만 계속 생각나서 볶음밥 먹으러 자주 갑니다,1
4.0,,1
5.0,맛있고 친절하세용 양도 적당,1
5.0,개맛있졍,1
4.0,,1
5.0,여기 최고의맛집,1
5.0,여기 가성비 맛집 ㅠㅠbbbb또 가고싶다,1
5.0,"가격도 다른 타이 음식점 비해서 적당하고, 맛있습니다.",1
4.0,"다 맛있는데 간이 전체적으로 쎄요.!. 쌀국수랑 뿌팟봉커리 쵝오임,,",1
3.0,지나치게 달았다...,0
5.0,존맛탱구리,1
5.0,"커리를 원래 좋아하는데, 꿍팟퐁커리 쥔짜 맛있네요~~",1
4.0,"똠얌꿍 국수 처음 먹어봤는데 존맛,,,! 같이 시킨 메뉴보다 똠얌꿍이 맛있었어요 국물도 상큼 다음엔 쌀국수도 먹을 것임,,,!!",1
5.0,진짜 맛있어욬ㅋㅋㅋㅋ 또 가서 다른메뉴 먹고싶어요 똠냥꿍 국수 긴장하면서 맛봤는데 설짝 매콤하고 맛있네용~ 수박주스도 볶음밥도 다 맛나요,1
5.0,대학가 타이음식점으로 마땅하다. 쌀국수보다 볶음면과 커리를 추천하고자 함.,1
5.0,쌀국수 맛잇네용,1
5.0,진한 국물의 쌀국수가 저는 국내에서 먹은 중에는 거의 탑급이었고 처음 먹어본 메뉴였는데 돼지고기 볶음밥 진심 너무 중독적인 맛이에요..다음에 대전가면 또 먹으러 갈 거예요ㅠ 계란 튀김도 색다르고 맛있으니 꼭 시키시는 거 추천!!,1
1.0,절레절레,0
2.0,"태국음식을 매우우 좋아하는 사람인데 이건 태국맛은 전혀 아닌데 태국의 향을 조금 감미한 한국음식도 아닌 애매한 퓨전 음식?이라고 표현이 가능합니다그린커리 저언혀 풍미 느껴지지 않고 쌀국수 그냥 편의점 쌀국수 느낌, 계란 튀긴게 젤 이색적이지만 짰어요 값어치는 있었다 정도입니다 마지막으로 뿌팟퐁커리는 후후훗!! 노우노우 드시지 마세용",0
4.0,,1
5.0,,1
5.0,처음으로 접해본 타이 음식이었는데 너무 맛있었습니다! 정말 배부르게 먹고 왔어요!,1
5.0,,1
5.0,,1
3.0,,0
4.0,팟타이 맛있어요!!,1
4.0,음식 진짜 다 맛있어요 근데 좁아서 매장이 약간 답답해요 직원이 꼭 지정해준자리만 앉아야돼요 키큰 남자 한분이 불친절하고 강압적여요,1
3.0,맛있게먹었습니다 그런데 사회적 거리두기를 해야하는 이시점에 굳이 다른 빈자리가 있음에도 다닥다닥 붙어있는 2인용으로 지정을 해주시더라구요 장사가 잘 돼도 2인테이블 3개가 거의 한테이블처럼 붙어있는데 가운데 테이블은 사회적 거리두기로 안받으셨음 합니다..,0
3.0,양은 많이 주고 가격도 다른곳에 비해서 저렴한 편임.맛은 보통!,0
4.0,팟타이랑 볶음밥이었나...? 맛있었고 한번씩 갈만해요,1
4.0,"맛은 괜찮음그런데, 에어컨 청소 좀...",1
5.0,푸팟퐁이 대표인데 맛없음.똠양꿍이 존맛탱,1
3.0,그저그랬어요3인세트시켰는데 푸팟퐁커리는 평범했고 쌀국수는 맛있었어요해산물볶음밥의 기분나쁜 비린맛이 너무 별로였어요,0
5.0,한국화가 잘 된 음식! 너무 맛있게 먹었어요!,1
4.0,푸팟퐁커리와 쌀국수 셋트 먹었다쌀국수는 soso였고 커리는 맛있었다다음번엔 팟타이. 팟카파오무쌉. 똠양꿍누들 먹어봐야지,1
5.0,너무 맛있고 딱 그 나라의 음식 맛이고 새우 특히 너무 신선하고 질이 좋아,1
5.0,짱짱 맛나요 똠양꿍 잴 좋아요,1
1.0,태국음식을 좀 먹어본 사람이라면 좋은 별점 주지 않을 것. 태국음식에 대한 연구를 더 하셔야할듯,0
1.0,별점 반점도 아깝다 팟타이 사이다보다 더 달고 최악 단것잘먹고 좋아하는데도 사이다보다도 더 달아서 얘기하니 그러거나 말거나 ㅎㅎ 장사 그따위로 해봐라 최악,0
5.0,이정도 가격에 이정도 퀄리티면 다른 곳 장사 어떻게 하나요 ㄷㄷ,1
4.0,와이프 생일 기념으로 갔었어요뿌팟퐁커리와 팟타이를 먹었는데 둘다 맛납니다.아마 다른 음식들도 맛있을꺼 같아요.다만 공간이 작아서 점심/저녁시간에는 대기로 기다려야하고음식양이 적은 편이라서 2명이 음식 3개정도는 먹어야할듯요.물론 그래서 셋트메뉴도 있긴 하더라구요.다음번에는 사람들과 같이 다른 메뉴도 먹어보고 싶습니다. ^^,1
5.0,"꿍팟퐁커리, 팟타이 쌀국수 모두 다 맛있어요. 커리는 좀 짜다고 생각이 되지만 밥이랑 먹으니.. 상관없어요.. 너무 맛있습니다. 식당 자체가 작아서 자리가 약간 불편하지만 맛이 있으니 크게 문제 되지 않네요 ㅋ",1
5.0,"와웅,,2인이서 2만원대로 먹은지가 얼만지... 근데 엄청 맛있었다ㅠㅠㅠㅠ 꿍팟퐁 커리는 적당히 매웠지만 밥을 넉넉히 주셔서 후리리라리릭 비벼먹었고 쌀국수 국물도 좋았다특히 저 계란튀김...6개에 4000원이면 카이 학식보다 맛있고 저렴하며 건강하다 쌀국수 화이팅",1
4.0,,1
4.0,,1
4.0,팟타이는 면이 많고 숙주는 많이 없음. 좀 많이 달달한편.새우들어간 커리는 맛있움.,1
3.0,대전의 태국요리 맛집으로 메인인 팟타이와 쌀국수는 괜찮았지만 명성이 자자한 꿍팟퐁커리는 기대 이하다. 자리도 많은데 직원이 좌석을 추운 입구쪽으로 강제로 배정하는 게 무척이나 불쾌했다.,0
5.0,꿍팟퐁커리 맛은 정말 최고!!다음에는 푸팟퐁커리 먹어볼것쌀국수는 약간 돼지냄새가 났고다음엔 팟타이나 볶음밥 먹어볼것,1
4.0,특색있는 집. 충남대쪽 가면 또 갈거다. 그 뭐덕라 새우 들어간 커리..... 그거 진짜 맛있다.,1
5.0,와이프랑 국밥 소내장탕  시켜서 나눠 먹었는데 둘다 맛있었음.,1
5.0,여태 먹었던 국밥 중에 제일 맛있다고 느꼈어요! 음식도 바로 나오고 국밥이라서 그런지 웨이팅이 있었지만 회전율이 좋아 금방 먹을 수 있었습니다. 깍두기는 별로였지만 배추김치는 맛있었어요 =D,1
5.0,,1
5.0,가격대비 맛있네요갈비탕보다는 소국밥을 더 추천해요웨이팅은 있지만 일찍가면 덜 기다려요육사시미는 가격이 좋긴한데또 주문할만큼 엄청나게 특별한 맛은 아니었어요다음엔 소국밥이랑 소내장탕 먹으려고요깍두기랑 김치가 더 맛있었으면 좋겠긴해요!그래도 무는 국산이라 맛있었어요 ㅎㅎ,1
4.0,쪼금 맛있음,1
5.0,내장탕 육사시미 조합 좋았음,1
4.0,본점이 나음,1
5.0,웨이팅은 상당히 걸리지만 회전율 나쁘지않다육회 가성비쩔고소국밥도 너무 맛있음…..대전올때마다 갈거다……,1
4.0,,1
4.0,대전오면 꼭 오는 곳,1
5.0,줄이 길어서 한번 포장해서 먹어봤는데 소고기가 많고 국물도 맛있습니다.,1
5.0,,1
5.0,대전 국밥은 여기서 종결,1
5.0,이 맛에 이 가격 줄을 설수 밖에 없네.,1
5.0,,1
4.0,맛이 깔끔해요~,1
5.0,,1
5.0,맛있어요~왜 줄서는지 이해됨,1
4.0,맛있긴하지만 소올찍히 줄서서 먹을정도인가? 싶긴함! 요즘에 체인이 많아져서 그런것도 한몫하는거같아요,1
5.0,혼밥하는사람 많고 주말에 오면 웨이팅 최소 1시간 ㅠ 국밥 맛있어요,1
5.0,맛있었음,1
1.0,"육사시미 재활용 의심이 들수밖에 없는 상황을 경험을 했습니다. 육사시미 받았을때 첫째줄과 두세째줄 색깔이 달라 다른 부위인줄 알았는데(첫번째 사진) 옆테이블과 비교해보니 신선도가 다른거였습니다. 육사시미가 유명한곳이니 소진율, 회전율이 좋은곳이라 신선도가 떨어지진다는것을 상상할 수 없습니다만 육사시미, 뭉티기, 생고기 등으로 많이 먹어봤는데 이런 색감은 처음이었고 색감 차이에 대해 설명하기 어려울것 같습니다. 왜 색감이 차이나는가에 대해 서빙하시는 아주머니(아주머니 잘못은 아닙니다)께 여쭤봤는데 빨리 안드셔서 그렇다는 대답을 들었습니다. 처음부터 첫째줄과 두세째줄 색깔이 서로  달랐으며 상온에서 생고기가 산화된더라도 같이 산화되어야지 왜 줄마다 서로 다르게 색이 변한것인지는 이해하기 어렵습니다. 사진 상으로도 자세히보면 차이가 납니다. 처음 주신것 가져가시고 새로 주시긴 하셨습니다만(두번째 사진) 맛집으로 소문난 곳에서 이런 찜찜한 경험은 두번 다시 하고 싶지 않습니다.",0
5.0,말모말모 진짜 맛있어요!!,1
5.0,,1
5.0,맑고 맛있다,1
5.0,,1
2.0,내장탕  특  2개 시킴.이게 특??????아무리봐도  보통인데....깍두기  맛없음  김치  그냥 저냥나  왜     줄서서  먹은거지?여친도  나가서  빵이라도  사먹어야 겠다는.비추천입니다.,0
4.0,한끼 든든히 채울수 채울수 있습니다국밥 육사시미 조합이 좋더군요,1
2.0,너무 기름져서 그런지 아니면 위생이 안좋아서 그런지 저를포함 일행 모두 먹고 속이 안좋았네요.. 좀 더 신경 써주심 좋을 듯 합니다,0
4.0,심심한데 맛있다사실 술독에 빠진 다음날에만 먹어봄 기억이 있어서 자세한 맛표현 없습니다근데 맛있음,1
3.0,생각보다 평범,0
4.0,육사시미 맛있네요. 국밥 소고기는 수입산이네요. 양은 많은데 1가지 고기여서 약간 물리고 턱 아프네요. 위생도 아쉽네요.,1
5.0,10/22 유성국화마라톤 참가 하려고 전날 올라와 유성온천 숙소에서 자고 새벽 6:30쯤 근처에 나가서 먹은 소국밥..그동안 대전에 자주 왔지만 먹어본적은 없었는데 소문만큼 맛나게 먹었던 국밥이다. 든든하게 먹고 덕분에 마라톤도 무사히 잘 마치고 마산으로 go go..다음에 또 올게요. 다음엔 사시미와 갈비탕도 먹어 보는걸로..,1
5.0,얼마 안 기다렸어서 그런가 괜찮았어요국물 맛있고 좋아요밥을 미리 넣어서 주느냐 마느냐를 선택할 수 있구요조금 멀게 느껴져서 그렇지 생각나면 또 올 거예요,1
5.0,,1
4.0,2023년 10월 19일 저녁에 방문.설렁탕에 가까운 소고기무국 맛이다. 무가 들어가서 무의 시원한 맛이 가미되어 있다. 국물도 맛있고 좋지만 개인적으로는 곰탕이나 설렁탕 국물이 더 나은 느낌.육사시미는 무난하다. 그냥 적당히 같이 먹기 괜찮았다.,1
5.0,핫플이라 그런지 사람들이 많고 북적거려서 살짝 정신이 없습니다. 음식이 굉장히 빨리 나와서 회전율이 좋아요. 국밥은 고기가 굉장히 많아서 좋았고 국물도 감칠맛 치사량으로 높은 맛이라 중독성이 높아요. 육사시미는 경험삼아 먹어봤는데 제 입맛이 아니었지만 신선하고 좋은 고기로 느껴졌습니다.,1
5.0,국물이 아주 진국입니다. 고기도 은근 많습니다,1
5.0,,1
5.0,,1
5.0,,1
5.0,,1
5.0,핵존맛 . 육수가 너무 찐하고 맛잇어요.,1
5.0,특내장탕. 나의 사랑. 전국 국밥류 중 선호도 1위.궁중갈비찜. 소갈비찜 기대 충족 + 황기의 훌륭한 조합.소주가 땡긴다.,1
4.0,2차로 가기 좋은 곳,1
5.0,,1
1.0,에이♪♪♬ 연중무휴 개나줌,0
1.0,영업중이면 영업을 해야지 추석연휴라고 포장만 하네요 어이X,0
5.0,대전에 가면 꼭 방문하는 국밥집,1
5.0,,1
5.0,,1
5.0,대전에 오면 꼭 들르는 맛집. 육사시미가 별미,1
5.0,"국밥, 내장탕에 육사시미 먹었습니다! 평일 12시쯤 갔는데 웨이팅은 없었고 정말 맛있었어요 ㅎㅎㅎ 국물이 진하고 육사시미도 마늘이랑 먹으면 짱맛입니다",1
5.0,국밥집 웨이팅 처음 해봤는데 한입먹고 웨이팅 할만하다고 생각함 너무 맛닜어요,1
5.0,줄이 엄청 빨리 줄어들어서 좋았어요. 너무 맛있게 잘 먹고 왔습니다,1
3.0,"국밥, 내장탕, 육사시미 먹음.국밥은 맛있음. 그러나 30분 줄서서 먹을 맛인지는...내장탕의 내장들은 비린맛이 아쉬웠고육사시미는 별맛이 느껴지지 않았음기대가 컸던만큼 아쉬웁다",0
5.0,,1
5.0,"따로국밥 , 육사시미 반접시",1
4.0,,1
4.0,규칙이 많은 곳. 읽는게 재밌다.,1
5.0,,1
4.0,국밥은 평범했는데 사시미가 진짜 맛있었어요.,1
5.0,이 집 맛있다. 인정.,1
5.0,국물이 시원하고 사시미가 가성비 좋아요,1
5.0,"악플때문에 안 먹으려다가, 와봤는데 맛집 맞네요. 물론 드물게 호불호 따지는 닝겐은 있겠지만 제가 볼땐 이 주변에 이 만한 가성 가심 멋집 없네요. 적극 추천요. 알바 아님요.",1
3.0,저녁11시에도 대기줄이 있어서 깜놀했음가성비 맛집~,0
5.0,혼밥 육사시미 소내장탕육사시미가 다른곳보다 조금 더 두툼해서 식감이 확실히 달라요내장탕은 평균 이상정도 단점은 웨이팅이 조금 있다?,1
4.0,적당히 맛과양을 잡은거같음 대중성있는 소고기뭇국이라 4점뭔가 특색은없고 평범하게 맛있음,1
2.0,지난번하고 다르게 물가 인상때문인지 뚝배기 사이즈가 작아졌고 국밥먹었는데 무지 짜네요 ㅜㅜ,0
5.0,"맛있고 가격도 나쁘지 않습니다. 늦은 오후에 먹으러 갔을 때도 북적북적 했습니다. 2-3시여서 웨이팅 없습니다. 육사시미는 딱히 특별하진 않고, 가격은 좀 쌌던 기억이 있습니다. 오히려 국밥을 딱히 좋아하지 않는 애인도 국밥을 참 맛있게 먹었습니다. 술안주로 선호가 높은지 되려 밤 8시에 줄이 미쳤더라고요. 참고하세요.",1
3.0,한줄평: 그럭저럭. 찾아갈 맛집은 아니다.주차 협소맛은 평범양만 많음,0
5.0,웨이팅하기 싫어서 평일 오전 10시에 갔는데 공석이 제법 많았어요내장탕 정말 맛있습니다!!!!!!!!!!!기본 국밥도 한입 뺏어먹었는데 맛있었음,1
5.0,,1
